"Cartesian Velocity:0","Cartesian Velocity:1","Cartesian Velocity:2","Spherical Velocity:0","Spherical Velocity:1","Spherical Velocity:2","Pressure","PointID","RegionId","GSV:0","GSV:1","GSV:2","GSV:3","GSV:4","GSV:5","GSV:6","GSV:7","GSV:8","magGSV","magGSV_Order","DescendingManifold","AscendingManifold","MorseSmaleManifold","Points:0","Points:1","Points:2"
-180.01,133.92,933.22,19.638,-954.78,96.245,4.913e+05,232989,1,4389.5,1436,-4007.6,5241.8,1858,-4242,-2125.7,-1302.6,-838.57,9655.7,323589,480,720,3583,-1.0114,1.9063,-0.42236
-226.99,-22.773,898.36,-81.108,-898.97,210.65,4.196e+05,231467,1,-10218,-4897.5,2991.3,-2399,-1401.3,-328.31,-1167.6,-812.88,-782.88,12158,330133,480,717,3582,-1.0243,1.9023,-0.40912
130.71,200.89,970.52,-68.942,-974.71,-211.03,4.5072e+05,231469,1,-24118,-11189,9180.1,-16271,-7720.1,5412.4,-3230.4,-1752.3,45.315,34034,345193,480,717,3582,-1.0359,1.8959,-0.40912
-41.33,94.809,969.25,-85.076,-970.99,-9.1913,4.4927e+05,232993,1,-21438,-10310,6437.9,-12200,-6058.1,2867.7,-1473.5,-819.73,-69.501,28354,342759,480,717,3582,-1.0347,1.8937,-0.42236
-97.164,194.03,934.12,27.595,-958.59,-5.1108,5.1985e+05,234513,1,6422,2248,-5108.6,3776.1,1152,-3803.9,-4257.7,-2170.9,343.26,11199,328357,480,720,3583,-1.0102,1.9039,-0.4356
292.9,328.46,985.05,-52.765,-994.3,-415.42,4.5274e+05,234519,1,-23816,-11686,6434.4,-16576,-8289.6,3821.8,-2659,-1376.9,418.36,33353,344900,480,720,3583,-1.045,1.885,-0.4356
-26.948,231.95,910.91,27.024,-936.14,-84.91,5.17e+05,236035,1,7201.1,2720.9,-4692.8,2914.4,855.73,-2968.9,-4943.9,-2581.9,176.7,11422,328850,480,720,3583,-1.0089,1.9015,-0.44881
-171.61,142.15,979.66,2.2165,-1001.2,83.707,4.584e+05,236037,1,4707.5,1485.4,-4319.6,6448.4,2581.7,-3744.6,-835.94,-539.25,-430.63,10318,325438,480,720,3583,-1.0206,1.8953,-0.44881
-155.04,49.636,937.11,-75.855,-941.45,112.26,4.2185e+05,236039,1,-11343,-5963.1,1176.2,-3524.5,-2179,-886.65,-73.035,-323.2,-1136.6,13600,332216,480,720,3583,-1.0322,1.889,-0.44881
172.97,255.12,990.14,-65.769,-997.72,-274.98,4.4971e+05,236041,1,-22172,-10359,8111.5,-14971,-7180.6,4720.1,-2659.1,-1516.5,-194.3,31178,344027,480,720,3583,-1.0437,1.8826,-0.44881
